name,orcid,field,is_nobel,horizon,ref_year,cutoff_year,total_citations,avg_author_position,avg_authors_per_paper,complexity_keyword_score,complexity_concept_score,complexity_mesh_score,mesh_coverage,journals,h_index,total_publications,complexity_n_works_analyzed,cby_min_year
Jie Qiao,0000-0003-2126-1376,Medicine,0,10,2017,2007,20,2.56,4.44,0.5091,0.72,0.6099,0.4762,24,2,63,30,2012
Nicholas Wald,0000-0003-1676-5908,Medicine,0,0,2012,2012,1318,2.57,4.01,0.5908,0.6732,0.6917,0.5871,61,16,310,173,2012
Nicholas Wald,0000-0003-1676-5908,Medicine,0,5,2012,2007,354,2.2,3.84,0.5389,0.6691,0.6528,0.5589,53,10,331,193,2012
Nicholas Wald,0000-0003-1676-5908,Medicine,0,10,2012,2002,472,2.24,3.76,0.5193,0.6679,0.6403,0.5477,47,12,283,159,2012
E. Gratacós,0000-0002-7405-7224,Medicine,0,0,2006,2006,43,4.76,7.85,0.5027,0.7071,0.719,0.3777,39,3,188,108,2012
E. Gratacós,0000-0002-7405-7224,Medicine,0,5,2006,2001,13,2.48,5.94,0.5679,0.7176,0.6931,0.5385,24,2,65,28,2012
E. Gratacós,0000-0002-7405-7224,Medicine,0,10,2006,1996,0,2.17,5.39,0.6591,0.7245,0.6776,0.7778,9,0,18,11,2012
Yuan Wei,0000-0003-3387-7549,Medicine,0,0,2014,2014,73,2.97,6.5,0.4418,0.7479,0.7787,0.3529,27,6,34,26,2012
Yuan Wei,0000-0003-3387-7549,Medicine,0,5,2014,2009,0,1.83,2.83,0.308,0.7747,0.7906,0.1667,12,0,12,10,2012
Yuan Wei,0000-0003-3387-7549,Medicine,0,10,2014,2004,0,1.5,1.67,0.2041,0.7774,0.5833,0.1667,6,0,6,6,2012
Aris T. Papageorghiou,0000-0001-8143-2232,Medicine,0,0,2019,2019,6993,6.42,10.52,0.5232,0.6849,0.8202,0.328,82,43,500,357,2012
Aris T. Papageorghiou,0000-0001-8143-2232,Medicine,0,5,2019,2014,833,4.85,7.53,0.5272,0.6804,0.8686,0.3452,33,16,197,159,2012
Martin H. Steinberg,0000-0001-8800-8020,Medicine,0,0,2014,2014,3284,5.69,7.62,0.5108,0.7161,0.6602,0.3736,88,31,356,277,2012
Martin H. Steinberg,0000-0001-8800-8020,Medicine,0,5,2014,2009,95,4.51,6.35,0.4845,0.711,0.6416,0.3855,75,5,275,205,2012
Martin H. Steinberg,0000-0001-8800-8020,Medicine,0,10,2014,2004,84,3.49,5.28,0.5194,0.708,0.6398,0.475,50,5,160,100,2012
Sonja A. Rasmussen,0000-0002-0574-4928,Medicine,0,0,2014,2014,3921,5.35,9.93,0.5673,0.7109,0.6573,0.6332,66,33,229,147,2012
Sonja A. Rasmussen,0000-0002-0574-4928,Medicine,0,5,2014,2009,20,3.75,7.15,0.5637,0.7127,0.6565,0.6077,46,3,130,87,2012
Sonja A. Rasmussen,0000-0002-0574-4928,Medicine,0,10,2014,2004,17,2.87,6.57,0.5702,0.7065,0.6349,0.65,27,3,60,36,2012
Helen Dolk,0000-0001-6639-5904,Medicine,0,0,2018,2018,5310,6.9,10.01,0.6147,0.6863,0.7855,0.5236,78,37,212,138,2012
Helen Dolk,0000-0001-6639-5904,Medicine,0,5,2018,2013,1189,3.86,6.94,0.6131,0.6777,0.7522,0.5394,64,17,165,101,2012
Helen Dolk,0000-0001-6639-5904,Medicine,0,10,2018,2008,24,2.98,5.94,0.5652,0.6683,0.699,0.5263,54,3,133,79,2012
Eric Jauniaux,0000-0003-0925-7737,Medicine,0,0,2017,2017,5455,3.32,5.35,0.5188,0.6917,0.6396,0.4554,68,36,314,152,2012
Eric Jauniaux,0000-0003-0925-7737,Medicine,0,5,2017,2012,1147,2.75,4.74,0.4967,0.6947,0.6132,0.4739,67,16,306,154,2012
Eric Jauniaux,0000-0003-0925-7737,Medicine,0,10,2017,2007,143,2.3,4.37,0.507,0.6976,0.5884,0.5392,63,7,293,138,2012
Asma Khalil,0000-0003-2802-7670,Medicine,0,0,2005,2005,0,2.5,4.0,0.2125,0.6748,0.2917,0.5,2,0,2,2,2012
Asma Khalil,0000-0003-2802-7670,Medicine,0,5,2005,2000,0,2.5,4.0,0.2125,0.6748,0.2917,0.5,2,0,2,2,2012
Peter Kaufmann,0000-0003-0459-2464,Medicine,0,0,2022,2022,7850,4.34,9.09,0.3547,0.6067,0.5953,0.2052,114,38,268,146,2012
Peter Kaufmann,0000-0003-0459-2464,Medicine,0,5,2022,2017,5457,3.98,7.04,0.4363,0.6584,0.6539,0.2736,113,36,296,114,2012
Peter Kaufmann,0000-0003-0459-2464,Medicine,0,10,2022,2012,1661,3.85,6.01,0.478,0.6892,0.6681,0.277,126,19,379,114,2012
Allan Hackshaw,0000-0002-5570-5070,Medicine,0,0,2007,2007,88,3.79,5.46,0.65,0.6827,0.7635,0.5524,38,6,105,48,2012
Allan Hackshaw,0000-0002-5570-5070,Medicine,0,5,2007,2002,62,2.12,3.27,0.6818,0.6882,0.7366,0.6271,22,5,59,28,2012
Allan Hackshaw,0000-0002-5570-5070,Medicine,0,10,2007,1997,30,2.17,3.54,0.6682,0.6995,0.7258,0.75,13,4,24,12,2012
Mark P. Johnson,0000-0002-5078-1410,Medicine,0,0,2006,2006,73,4.2,7.67,0.5437,0.6921,0.712,0.4568,107,4,278,147,2012
Mark P. Johnson,0000-0002-5078-1410,Medicine,0,5,2006,2001,97,4.01,7.33,0.5365,0.7043,0.6918,0.4945,71,4,182,108,2012
Mark P. Johnson,0000-0002-5078-1410,Medicine,0,10,2006,1996,69,3.88,7.83,0.6222,0.714,0.7432,0.5714,40,4,98,55,2012
Žarko Alfirević,0000-0001-9276-518X,Medicine,0,0,2019,2019,10726,4.19,6.7,0.5672,0.6777,0.7497,0.5024,72,52,424,300,2012
Žarko Alfirević,0000-0001-9276-518X,Medicine,0,5,2019,2014,3006,3.39,5.19,0.5723,0.6832,0.7424,0.538,60,27,303,232,2012
Žarko Alfirević,0000-0001-9276-518X,Medicine,0,10,2019,2009,38,2.48,4.31,0.5434,0.6816,0.6914,0.5359,45,3,181,134,2012
Laurent Salomon,0000-0003-0627-4347,Medicine,0,0,2009,2009,107,4.59,9.68,0.6663,0.7048,0.7672,0.5011,63,5,435,197,2012
Laurent Salomon,0000-0003-0627-4347,Medicine,0,5,2009,2004,47,3.25,8.04,0.7045,0.7035,0.7459,0.6429,33,3,182,81,2012
Laurent Salomon,0000-0003-0627-4347,Medicine,0,10,2009,1999,35,2.19,6.67,0.6937,0.706,0.7731,0.6111,6,3,36,22,2012
David Chitayat,0000-0003-1944-7294,Medicine,0,0,2017,2017,7226,6.71,12.43,0.553,0.7742,0.6692,0.5678,109,41,391,233,2012
David Chitayat,0000-0003-1944-7294,Medicine,0,5,2017,2012,1106,5.97,10.86,0.5453,0.7665,0.6627,0.5723,73,14,318,195,2012
David Chitayat,0000-0003-1944-7294,Medicine,0,10,2017,2007,60,4.36,8.46,0.5208,0.7667,0.6478,0.5921,47,4,228,162,2012
Judith G. Hall,0000-0001-5062-491X,Medicine,0,0,2019,2019,2300,3.77,5.69,0.289,0.7317,0.4629,0.094,62,22,500,194,2012
Judith G. Hall,0000-0001-5062-491X,Medicine,0,5,2019,2014,687,3.69,5.47,0.2641,0.7354,0.4429,0.07,51,14,457,161,2012
Judith G. Hall,0000-0001-5062-491X,Medicine,0,10,2019,2009,58,2.99,3.68,0.3202,0.7459,0.4626,0.0542,33,3,369,96,2012
Joe Leigh Simpson,0000-0002-5309-6881,Medicine,0,0,2012,2012,824,4.66,7.42,0.5847,0.7219,0.7129,0.4496,99,13,367,136,2012
Joe Leigh Simpson,0000-0002-5309-6881,Medicine,0,5,2012,2007,180,4.67,7.83,0.5948,0.7133,0.6927,0.5176,88,7,369,143,2012
Joe Leigh Simpson,0000-0002-5309-6881,Medicine,0,10,2012,2002,257,4.21,7.35,0.5843,0.7121,0.6867,0.5281,78,8,303,123,2012
David S. Johnson,0000-0002-9967-9812,Medicine,0,0,2014,2014,2570,2.24,7.43,0.6161,0.7973,0.6512,0.5238,24,12,42,22,2012
David S. Johnson,0000-0002-9967-9812,Medicine,0,5,2014,2009,11,2.45,8.67,0.5969,0.8008,0.6123,0.5455,21,2,33,15,2012
David S. Johnson,0000-0002-9967-9812,Medicine,0,10,2014,2004,9,2.65,7.4,0.4728,0.7816,0.483,0.55,18,2,20,9,2012
Mary E. D’Alton,0000-0002-1457-6284,Medicine,0,0,2017,2017,5908,7.6,9.62,0.5651,0.6881,0.7205,0.4399,61,37,391,192,2012
Mary E. D’Alton,0000-0002-1457-6284,Medicine,0,5,2017,2012,901,7.69,9.07,0.5482,0.6882,0.7213,0.4281,48,14,313,163,2012
Mary E. D’Alton,0000-0002-1457-6284,Medicine,0,10,2017,2007,33,7.41,8.43,0.5504,0.6852,0.7263,0.428,41,4,236,115,2012
Kwok Leung,0000-0002-9289-6857,Medicine,0,0,2006,2006,21,2.32,4.96,0.3344,0.5141,0.7096,0.1613,55,3,124,74,2012
Kwok Leung,0000-0002-9289-6857,Medicine,0,5,2006,2001,11,2.26,3.82,0.1162,0.4565,0.2552,0.0132,33,2,76,43,2012
Kwok Leung,0000-0002-9289-6857,Medicine,0,10,2006,1996,6,2.27,3.88,0.1254,0.4558,0.2552,0.0208,22,2,48,25,2012
Maria Loane,0000-0002-1206-3637,Medicine,0,0,2008,2008,1,2.78,7.72,0.4922,0.7097,0.652,0.5,26,1,60,44,2012
Maria Loane,0000-0002-1206-3637,Medicine,0,5,2008,2003,1,2.79,7.45,0.4105,0.682,0.514,0.5455,9,1,33,29,2012
Maria Loane,0000-0002-1206-3637,Medicine,0,10,2008,1998,0,2.21,7.0,0.5189,0.68,0.5898,0.6429,5,0,14,13,2012
Alan W. Flake,0000-0003-4913-7588,Medicine,0,0,2018,2018,6998,7.08,10.37,0.663,0.7235,0.7468,0.5628,123,45,478,239,2012
Alan W. Flake,0000-0003-4913-7588,Medicine,0,5,2018,2013,2274,6.63,9.7,0.6383,0.7266,0.7304,0.5594,104,22,379,182,2012
Alan W. Flake,0000-0003-4913-7588,Medicine,0,10,2018,2008,42,6.36,9.42,0.6306,0.724,0.7125,0.5803,87,3,274,127,2012
Bruce S. McEwen,0000-0002-5288-7892,Medicine,0,0,2015,2015,19199,6.29,10.07,0.4009,0.7216,0.5136,0.414,140,67,500,236,2012
Bruce S. McEwen,0000-0002-5288-7892,Medicine,0,5,2015,2010,50,6.88,11.35,0.4294,0.7261,0.5009,0.4631,90,3,339,162,2012
Bruce S. McEwen,0000-0002-5288-7892,Medicine,0,10,2015,2005,3,4.63,7.33,0.4829,0.7338,0.5331,0.5294,50,1,102,42,2012
Fred H. Gage,0000-0002-0938-4106,Medicine,0,0,2023,2023,59913,9.39,11.84,0.4297,0.8165,0.5229,0.366,148,123,500,272,2012
Fred H. Gage,0000-0002-0938-4106,Medicine,0,5,2023,2018,29048,7.24,8.76,0.4456,0.8196,0.5308,0.424,125,87,375,201,2012
Fred H. Gage,0000-0002-0938-4106,Medicine,0,10,2023,2013,6890,6.01,7.04,0.4981,0.8182,0.5267,0.5102,78,47,196,102,2012
Trevor W. Robbins,0000-0003-0642-5977,Medicine,0,0,2018,2018,17138,11.34,18.11,0.4631,0.6994,0.5864,0.424,111,70,500,274,2012
Trevor W. Robbins,0000-0003-0642-5977,Medicine,0,5,2018,2013,2582,13.51,24.32,0.4506,0.7018,0.5518,0.443,63,27,237,107,2012
Solomon H. Snyder,0000-0002-6818-7022,Medicine,0,0,2023,2023,21650,6.08,6.77,0.4032,0.8099,0.5129,0.3084,97,76,308,204,2012
Solomon H. Snyder,0000-0002-6818-7022,Medicine,0,5,2023,2018,16205,5.55,6.11,0.4288,0.8109,0.5317,0.375,95,65,344,210,2012
Solomon H. Snyder,0000-0002-6818-7022,Medicine,0,10,2023,2013,5551,5.25,5.76,0.4556,0.8014,0.533,0.4592,99,36,368,213,2012
Mark P. Mattson,0000-0002-9816-4155,Medicine,0,0,2015,2015,11901,5.98,7.81,0.4485,0.7818,0.5023,0.434,171,58,500,233,2012
Mark P. Mattson,0000-0002-9816-4155,Medicine,0,5,2015,2010,3,6.27,7.72,0.4389,0.7824,0.4984,0.5076,119,1,262,150,2012
Paul Greengard,0000-0002-4437-0893,Medicine,0,0,2013,2013,6793,6.24,7.54,0.4502,0.8183,0.5093,0.533,116,39,469,307,2012
Paul Greengard,0000-0002-4437-0893,Medicine,0,5,2013,2008,66,5.97,6.98,0.456,0.8191,0.5091,0.5401,104,4,424,277,2012
Paul Greengard,0000-0002-4437-0893,Medicine,0,10,2013,2003,65,5.73,6.71,0.4593,0.8175,0.5176,0.5208,82,4,313,207,2012
Christof Koch,0000-0001-6482-8067,Medicine,0,0,2017,2017,17839,3.56,4.9,0.3768,0.687,0.5664,0.248,115,66,500,259,2012
Christof Koch,0000-0001-6482-8067,Medicine,0,5,2017,2012,1942,2.98,4.03,0.3899,0.6904,0.5928,0.2493,92,22,349,197,2012
Christof Koch,0000-0001-6482-8067,Medicine,0,10,2017,2007,83,2.86,3.7,0.3848,0.6989,0.5426,0.3101,54,5,158,87,2012
Nora D. Volkow,0000-0001-6668-0908,Medicine,0,0,2022,2022,32430,5.46,7.75,0.477,0.7287,0.57,0.492,174,80,500,321,2012
Nora D. Volkow,0000-0001-6668-0908,Medicine,0,5,2022,2017,7946,4.32,7.2,0.4984,0.7386,0.5783,0.52,108,42,250,152,2012
Nora D. Volkow,0000-0001-6668-0908,Medicine,0,10,2022,2012,273,3.88,8.18,0.4947,0.7433,0.5596,0.6053,42,9,76,45,2012
Eric J. Nestler,0000-0002-7905-2000,Medicine,0,0,2018,2018,16218,26.63,37.2,0.4025,0.7481,0.5288,0.258,99,68,500,148,2012
Eric J. Nestler,0000-0002-7905-2000,Medicine,0,5,2018,2013,2614,36.57,52.35,0.3958,0.7237,0.5984,0.1897,54,28,311,67,2012
Karl Deisseroth,0000-0001-9440-3967,Medicine,0,0,2008,2008,9,3.93,5.4,0.4561,0.8093,0.5357,0.4889,18,1,45,16,2012
Karl Deisseroth,0000-0001-9440-3967,Medicine,0,5,2008,2003,9,2.37,4.47,0.2212,0.8183,0.2986,0.3158,11,1,19,9,2012
Karl Deisseroth,0000-0001-9440-3967,Medicine,0,10,2008,1998,9,2.38,5.0,0.2667,0.8209,0.2812,0.5,8,1,8,5,2012
György Buzsáki,0000-0002-3100-4800,Medicine,0,0,2015,2015,16326,3.75,5.35,0.4588,0.7842,0.5237,0.5476,66,69,252,130,2012
György Buzsáki,0000-0002-3100-4800,Medicine,0,5,2015,2010,71,3.34,4.59,0.4506,0.793,0.5141,0.564,58,4,211,113,2012
György Buzsáki,0000-0002-3100-4800,Medicine,0,10,2015,2005,128,2.99,4.51,0.4364,0.7986,0.4829,0.5684,49,6,190,90,2012
Daniel R. Weinberger,0000-0003-2409-2969,Medicine,0,0,2018,2018,25163,10.08,11.85,0.5638,0.7721,0.641,0.624,120,78,500,237,2012
Daniel R. Weinberger,0000-0003-2409-2969,Medicine,0,5,2018,2013,7165,7.58,8.78,0.6062,0.7641,0.6681,0.6973,89,43,337,137,2012
Daniel R. Weinberger,0000-0003-2409-2969,Medicine,0,10,2018,2008,18,7.49,8.5,0.6251,0.77,0.6893,0.746,59,2,189,74,2012
Michael E. Greenberg,0000-0003-1380-2160,Medicine,0,0,2005,2005,18,5.2,5.97,0.414,0.8526,0.5054,0.446,37,3,139,86,2012
Michael E. Greenberg,0000-0003-1380-2160,Medicine,0,5,2005,2000,185,4.08,4.94,0.3821,0.8556,0.4522,0.4271,27,4,96,67,2012
Michael E. Greenberg,0000-0003-1380-2160,Medicine,0,10,2005,1995,237,3.48,4.6,0.3842,0.8579,0.4533,0.431,15,6,58,44,2012
George F. Koob,0009-0002-9857-4493,Medicine,0,0,2011,2011,75,3.76,5.24,0.3769,0.7705,0.4121,0.5229,124,5,480,170,2012
George F. Koob,0009-0002-9857-4493,Medicine,0,5,2011,2006,129,3.51,4.42,0.3629,0.7696,0.3979,0.4987,101,7,371,121,2012
George F. Koob,0009-0002-9857-4493,Medicine,0,10,2011,2001,119,3.35,4.28,0.364,0.7763,0.3915,0.5455,72,7,231,65,2012
Terrence J. Sejnowski,0000-0002-0622-7391,Medicine,0,0,2013,2013,7435,3.68,4.18,0.4527,0.7503,0.599,0.402,133,41,500,336,2012
Terrence J. Sejnowski,0000-0002-0622-7391,Medicine,0,5,2013,2008,68,3.56,3.94,0.4594,0.7437,0.6171,0.3984,107,4,379,251,2012
Terrence J. Sejnowski,0000-0002-0622-7391,Medicine,0,10,2013,2003,58,3.27,3.5,0.4469,0.7336,0.5962,0.3704,85,4,270,177,2012
Barry J. Everitt,0000-0003-4431-6536,Medicine,0,0,2005,2005,90,2.41,3.37,0.3322,0.6863,0.4629,0.306,99,5,500,230,2012
Barry J. Everitt,0000-0003-4431-6536,Medicine,0,5,2005,2000,70,2.72,3.51,0.3688,0.7032,0.4771,0.3791,77,4,277,101,2012
Barry J. Everitt,0000-0003-4431-6536,Medicine,0,10,2005,1995,28,2.75,3.59,0.3335,0.692,0.4491,0.3805,50,3,113,37,2012
Tomas Hökfelt,0000-0002-3587-0116,Medicine,0,0,2012,2012,1751,5.22,6.85,0.5333,0.7752,0.593,0.6159,112,17,492,211,2012
Tomas Hökfelt,0000-0002-3587-0116,Medicine,0,5,2012,2007,281,4.93,6.22,0.542,0.7768,0.6019,0.6432,93,9,412,167,2012
Tomas Hökfelt,0000-0002-3587-0116,Medicine,0,10,2012,2002,269,4.65,5.88,0.5345,0.7745,0.5889,0.6791,70,9,296,126,2012
Kjell Fuxé,0000-0001-8491-4288,Medicine,0,0,2020,2020,10336,6.15,8.22,0.3964,0.8051,0.4631,0.406,169,50,500,194,2012
Kjell Fuxé,0000-0001-8491-4288,Medicine,0,5,2020,2015,4211,5.64,7.99,0.4212,0.805,0.4739,0.4855,130,29,379,135,2012
Kjell Fuxé,0000-0001-8491-4288,Medicine,0,10,2020,2010,63,5.95,8.76,0.4536,0.8028,0.477,0.564,76,3,211,60,2012
Eric R. Kandel,0000-0001-7851-6902,Medicine,0,0,2017,2017,14892,4.74,5.81,0.4287,0.7602,0.5288,0.4094,86,67,320,160,2012
Eric R. Kandel,0000-0001-7851-6902,Medicine,0,5,2017,2012,3144,4.59,5.62,0.4189,0.7724,0.514,0.454,81,26,326,154,2012
Eric R. Kandel,0000-0001-7851-6902,Medicine,0,10,2017,2007,67,4.44,5.32,0.428,0.7854,0.5277,0.4645,67,4,282,136,2012
Ben A. Barres,0000-0003-2905-4136,Medicine,0,0,2020,2020,37919,6.93,9.24,0.4676,0.7949,0.5169,0.4703,64,86,202,83,2012
Ben A. Barres,0000-0003-2905-4136,Medicine,0,5,2020,2015,9482,5.37,5.92,0.4635,0.7965,0.5222,0.4472,46,51,161,62,2012
Ben A. Barres,0000-0003-2905-4136,Medicine,0,10,2020,2010,10,4.15,4.68,0.4299,0.7838,0.4847,0.43,31,2,100,33,2012
Shizuo Akira,0000-0001-7602-9617,Medicine,0,0,2017,2017,31559,7.26,10.45,0.3795,0.8227,0.514,0.322,155,77,500,309,2012
Shizuo Akira,0000-0001-7602-9617,Medicine,0,5,2017,2012,3976,7.18,10.22,0.3941,0.8162,0.5304,0.339,105,29,295,184,2012
Richard A. Flavell,0000-0003-4461-0778,Medicine,0,0,2008,2008,33,5.47,6.77,0.4727,0.8372,0.5427,0.508,134,2,500,320,2012
Richard A. Flavell,0000-0003-4461-0778,Medicine,0,5,2008,2003,17,4.81,5.88,0.4668,0.8353,0.5224,0.5089,80,1,224,142,2012
Richard A. Flavell,0000-0003-4461-0778,Medicine,0,10,2008,1998,0,5.92,6.58,0.363,0.8308,0.5,0.3333,10,0,12,11,2012
Alberto Mantovani,0000-0001-5578-236X,Medicine,0,0,2009,2009,53,6.59,8.21,0.3686,0.8232,0.4795,0.29,164,5,500,274,2012
Alberto Mantovani,0000-0001-5578-236X,Medicine,0,5,2009,2004,51,6.2,7.73,0.3541,0.8212,0.4412,0.3228,87,5,254,157,2012
Alberto Mantovani,0000-0001-5578-236X,Medicine,0,10,2009,1999,20,6.44,7.88,0.3265,0.801,0.3711,0.2807,23,3,57,39,2012
Irving L. Weissman,0000-0002-9077-7467,Medicine,0,0,2017,2017,23463,7.65,8.68,0.4963,0.7987,0.564,0.424,129,77,500,374,2012
Irving L. Weissman,0000-0002-9077-7467,Medicine,0,5,2017,2012,3289,6.6,7.61,0.5322,0.7998,0.5914,0.4848,91,29,297,212,2012
Irving L. Weissman,0000-0002-9077-7467,Medicine,0,10,2017,2007,14,5.72,6.51,0.5142,0.7934,0.6048,0.4752,42,2,101,75,2012
Drew M. Pardoll,0000-0001-6215-1013,Medicine,0,0,2007,2007,129,5.87,7.16,0.6159,0.8354,0.6609,0.6562,78,6,192,114,2012
Drew M. Pardoll,0000-0001-6215-1013,Medicine,0,5,2007,2002,126,4.77,5.91,0.5923,0.8483,0.645,0.6692,58,6,130,80,2012
Drew M. Pardoll,0000-0001-6215-1013,Medicine,0,10,2007,1997,107,3.33,4.67,0.5478,0.8429,0.6497,0.5733,39,6,75,42,2012
Laurence Zitvogel,0000-0003-1596-0998,Medicine,0,0,2013,2013,8132,8.39,10.02,0.4398,0.8464,0.534,0.4474,103,47,342,220,2012
Laurence Zitvogel,0000-0003-1596-0998,Medicine,0,5,2013,2008,24,6.29,8.05,0.4901,0.8567,0.5611,0.5278,70,2,180,106,2012
Laurence Zitvogel,0000-0003-1596-0998,Medicine,0,10,2013,2003,14,4.28,7.01,0.5618,0.8641,0.6089,0.5672,31,2,67,40,2012
Charles A. Dinarello,0000-0002-5073-8316,Medicine,0,0,2007,2007,389,4.86,6.01,0.4099,0.7998,0.492,0.4245,160,10,490,312,2012
Charles A. Dinarello,0000-0002-5073-8316,Medicine,0,5,2007,2002,383,4.4,5.52,0.378,0.7971,0.4514,0.4208,132,10,366,228,2012
Charles A. Dinarello,0000-0002-5073-8316,Medicine,0,10,2007,1997,342,4.12,4.85,0.3932,0.7867,0.4665,0.4545,107,9,231,127,2012
Josef Penninger,0000-0002-8194-3777,Medicine,0,0,2013,2013,5615,15.93,29.82,0.4444,0.7836,0.501,0.336,146,39,500,200,2012
Josef Penninger,0000-0002-8194-3777,Medicine,0,5,2013,2008,11,7.57,8.76,0.4413,0.8108,0.4969,0.4365,84,2,197,104,2012
Josef Penninger,0000-0002-8194-3777,Medicine,0,10,2013,2003,4,7.16,8.5,0.4599,0.8243,0.5122,0.4429,41,1,70,39,2012
Anthony S. Fauci,0000-0002-7865-7235,Medicine,0,0,2014,2014,6743,5.84,6.39,0.4349,0.7661,0.558,0.4319,87,45,389,263,2012
Anthony S. Fauci,0000-0002-7865-7235,Medicine,0,5,2014,2009,179,5.71,6.45,0.4491,0.7752,0.561,0.4674,88,8,368,247,2012
Anthony S. Fauci,0000-0002-7865-7235,Medicine,0,10,2014,2004,186,5.71,6.45,0.4648,0.7793,0.5612,0.485,69,8,301,205,2012
Tak W. Mak,0000-0001-6766-861X,Medicine,0,0,2018,2018,24430,8.63,10.31,0.4646,0.8232,0.5464,0.418,151,81,500,329,2012
Tak W. Mak,0000-0001-6766-861X,Medicine,0,5,2018,2013,5813,7.77,9.2,0.4616,0.8257,0.5448,0.4489,94,39,323,215,2012
Tak W. Mak,0000-0001-6766-861X,Medicine,0,10,2018,2008,2,6.35,7.92,0.4343,0.8365,0.5167,0.4121,50,1,165,100,2012
Dan R. Littman,0000-0002-2850-8688,Medicine,0,0,2020,2020,45283,8.11,9.33,0.4207,0.8439,0.5125,0.3153,93,98,314,169,2012
Dan R. Littman,0000-0002-2850-8688,Medicine,0,5,2020,2015,21835,7.05,8.16,0.4315,0.8501,0.4962,0.417,79,72,283,153,2012
Dan R. Littman,0000-0002-2850-8688,Medicine,0,10,2020,2010,98,5.59,6.53,0.4683,0.8553,0.5224,0.4979,68,5,243,140,2012
Ruslan Medzhitov,0000-0002-7021-2012,Medicine,0,0,2009,2009,5,3.14,4.02,0.35,0.8432,0.4211,0.3581,52,1,148,51,2012
Ruslan Medzhitov,0000-0002-7021-2012,Medicine,0,5,2009,2004,5,2.59,3.36,0.3472,0.8507,0.4377,0.35,35,1,80,35,2012
Ruslan Medzhitov,0000-0002-7021-2012,Medicine,0,10,2009,1999,0,2.14,3.67,0.2917,0.8446,0.375,0.2857,15,0,21,12,2012
Alessandro Sette,0000-0001-7013-2250,Medicine,0,0,2011,2011,153,7.31,9.3,0.4658,0.8387,0.5217,0.5884,102,6,430,303,2012
Alessandro Sette,0000-0001-7013-2250,Medicine,0,5,2011,2006,260,6.24,8.48,0.461,0.8425,0.5012,0.6216,84,8,333,221,2012
Alessandro Sette,0000-0001-7013-2250,Medicine,0,10,2011,2001,256,5.52,7.75,0.4402,0.8406,0.4846,0.5868,62,8,242,154,2012
Jean‐Laurent Casanova,0000-0002-7782-4169,Medicine,0,0,2021,2021,20297,15.56,19.04,0.447,0.8129,0.5259,0.422,140,70,500,300,2012
Jean‐Laurent Casanova,0000-0002-7782-4169,Medicine,0,5,2021,2016,2920,12.98,15.53,0.4352,0.8146,0.5123,0.4601,65,24,163,93,2012
Mark J. Smyth,0000-0001-7098-7240,Medicine,0,0,2023,2023,3,10.26,11.61,0.27,0.7983,0.0,0.0,2,1,500,498,2015
Kiyoshi Takeda,0000-0002-1778-6332,Medicine,0,0,2020,2020,35131,6.77,9.05,0.3736,0.8044,0.4696,0.3598,172,78,403,258,2012
Kiyoshi Takeda,0000-0002-1778-6332,Medicine,0,5,2020,2015,20326,5.55,7.87,0.3824,0.8041,0.4772,0.3684,166,56,399,252,2012
Kiyoshi Takeda,0000-0002-1778-6332,Medicine,0,10,2020,2010,73,4.95,7.29,0.3635,0.7994,0.4669,0.3615,148,4,343,217,2012
M. Shoji,0000-0003-0655-7347,Physics,0,0,2021,2021,1525,14.93,24.84,0.2408,0.8126,0.0,0.0,35,19,247,165,2012
M. Shoji,0000-0003-0655-7347,Physics,0,5,2021,2016,951,20.82,33.36,0.2272,0.8089,0.0,0.0,35,14,260,172,2012
M. Shoji,0000-0003-0655-7347,Physics,0,10,2021,2011,135,22.79,35.78,0.2265,0.8122,0.0,0.0,36,6,218,152,2012
Е. А. Хазанов,0000-0001-5641-8025,Physics,0,0,2006,2006,33,3.18,5.71,0.2667,0.7619,0.0,0.0,18,3,119,109,2012
Е. А. Хазанов,0000-0001-5641-8025,Physics,0,5,2006,2001,25,2.96,4.22,0.2653,0.756,0.0,0.0,11,3,54,45,2012
Е. А. Хазанов,0000-0001-5641-8025,Physics,0,10,2006,1996,8,3.65,4.57,0.2217,0.7723,0.0,0.0,7,2,23,15,2012
F. Paoletti,0000-0001-8898-1963,Physics,0,0,2021,2021,1196,41.45,52.24,0.2061,0.8166,0.625,0.0056,41,21,180,109,2012
F. Paoletti,0000-0001-8898-1963,Physics,0,5,2021,2016,905,30.38,42.44,0.203,0.8015,0.0,0.0,36,16,171,115,2012
F. Paoletti,0000-0001-8898-1963,Physics,0,10,2021,2011,105,27.43,38.9,0.2086,0.8061,0.0,0.0,37,5,189,135,2012
Edward Ott,0000-0002-9395-5062,Physics,0,0,2007,2007,132,2.89,3.86,0.2361,0.7605,0.5891,0.0257,67,7,350,238,2012
Edward Ott,0000-0002-9395-5062,Physics,0,5,2007,2002,241,2.62,3.5,0.1982,0.7713,0.5208,0.0031,55,10,325,215,2012
Edward Ott,0000-0002-9395-5062,Physics,0,10,2007,1997,246,2.56,3.4,0.1886,0.7822,0.0,0.0,48,10,299,201,2012
Peter Politzer,0000-0002-8488-4282,Physics,0,0,2023,2023,24617,4.59,7.72,0.2576,0.8262,0.3828,0.0533,71,68,375,242,2012
