name,orcid,field,group,h_index,total_citations,total_publications,avg_authors_per_paper,avg_author_position,n_journals,S_text_raw,S_concepts_raw,mesh_coverage,works_analyzed,C,A,S,J,C_saturating,J_saturating,KANON,KANON_global,rank_KANON,rank_h,rank_shift_vs_h,data_quality,rank_KANON_clean,rank_h_clean,KANON_pctl,KANON_global_pctl,rank_shift_clean
Ben A. Barres,0000-0003-2905-4136,Medicine,Elite (matched),124,100577,243,11.38,7.46,66,0.4613,0.7941,0.447,86,0.7066,0.3023,0.7775,0.5479,1.0,1.0,54.494,50.017,71,53,-18,ok,71.0,53.0,58.08383233532935,68.8622754491018,-18.0
Jean Yang,0000-0002-5271-2603,Medicine,Elite (matched),70,44002,471,10.39,7.85,115,0.5717,0.796,0.57,175,0.4132,0.301,0.7848,0.979,1.0,1.0,54.254,48.487,72,132,60,ok,72.0,132.0,57.48502994011976,57.48502994011976,60.0
Xiaowei Zhuang,0000-0002-6034-7853,Medicine,Elite (matched),117,65768,351,11.1,9.97,61,0.5712,0.8538,0.565,133,0.5689,0.2436,0.8397,0.4611,1.0,1.0,54.153,48.838,73,60,-13,ok,73.0,60.0,56.886227544910184,60.47904191616767,-13.0
Fred H. Gage,0000-0002-0938-4106,Medicine,Elite (matched),219,197945,1071,11.5,9.77,63,0.4723,0.8257,0.58,107,0.9701,0.2458,0.808,0.5,1.0,1.0,54.025,51.571,74,6,-68,ok,74.0,6.0,56.287425149700596,76.04790419161677,-68.0
Zichen Wang,0000-0002-1415-1286,Medicine,Elite (matched),45,30280,174,12.79,4.89,103,0.4435,0.7627,0.265,129,0.1497,0.3517,0.7467,0.9311,1.0,1.0,54.004,45.784,75,151,76,ok,75.0,151.0,55.688622754491014,39.52095808383233,76.0
Kwok Leung,0000-0002-9289-6857,Medicine,Elite (matched),81,28398,385,4.95,3.07,89,0.3873,0.5855,0.275,154,0.0719,0.5239,0.5756,0.8204,1.0,1.0,53.727,46.539,76,113,37,ok,76.0,113.0,55.08982035928144,46.10778443113773,37.0
Karl Deisseroth,0000-0001-9440-3967,Medicine,Elite (matched),184,132303,634,10.28,8.84,32,0.5552,0.7969,0.815,85,0.8563,0.2774,0.7848,0.0898,1.0,0.64,53.707,50.174,77,17,-60,ok,77.0,17.0,54.49101796407185,70.65868263473054,-60.0
Nir Yosef,0000-0001-9004-1225,Medicine,Elite (matched),74,34677,309,14.28,9.29,59,0.5875,0.8647,0.46,151,0.2455,0.2412,0.8508,0.3832,1.0,1.0,53.497,45.615,78,124,46,ok,78.0,124.0,53.89221556886228,37.72455089820359,46.0
Lisa Sullivan,0000-0003-0726-7149,Medicine,Elite (matched),103,45500,501,10.16,4.83,115,0.7063,0.688,0.68,142,0.4311,0.3783,0.6889,0.979,1.0,1.0,53.428,48.191,79,68,-11,ok,79.0,68.0,53.293413173652695,55.08982035928144,-11.0
Bruce A. Beutler,0000-0002-5482-6695,Medicine,Nobel,123,82918,552,11.69,10.49,83,0.4175,0.8447,0.565,153,0.6587,0.2274,0.8233,0.7635,1.0,1.0,53.14,48.808,80,54,-26,ok,80.0,54.0,52.69461077844312,59.2814371257485,-26.0
David S. Johnson,0000-0002-9967-9812,Medicine,Elite (matched),35,28923,87,11.4,7.48,23,0.6028,0.808,0.36,36,0.0988,0.3016,0.7977,0.0419,1.0,0.46,53.095,43.96,81,157,76,ok,81.0,157.0,52.09580838323353,25.748502994011975,76.0
Mark P. Johnson,0000-0002-5078-1410,Medicine,Elite (matched),81,32114,835,7.98,5.31,90,0.6344,0.6869,0.605,125,0.1737,0.3939,0.6843,0.8383,1.0,1.0,53.027,46.033,82,113,31,ok,82.0,113.0,51.49700598802395,41.91616766467065,31.0
Harvey J. Alter,0000-0003-0748-3965,Medicine,Nobel,79,26747,312,8.91,5.71,47,0.5742,0.7343,0.414,110,0.0479,0.3707,0.7263,0.2066,1.0,0.94,52.975,43.968,83,119,36,ok,83.0,119.0,50.898203592814376,26.34730538922156,36.0
Harald zur Hausen,0000-0001-8939-7527,Medicine,Nobel,88,42171,503,7.46,5.65,45,0.3199,0.701,0.202,50,0.3892,0.3926,0.6819,0.1766,1.0,0.9,52.936,46.311,84,88,4,ok,84.0,88.0,50.29940119760479,44.31137724550898,4.0
Anthony S. Fauci,0000-0002-7865-7235,Medicine,Elite (matched),186,136932,1059,9.54,8.01,47,0.4406,0.7524,0.545,161,0.8862,0.3047,0.7368,0.2066,1.0,0.94,52.917,49.82,85,15,-70,ok,85.0,15.0,49.700598802395206,67.06586826347305,-70.0
Carol W. Greider,0000-0002-3504-2562,Medicine,Nobel,76,43954,165,10.55,7.93,30,0.2868,0.8009,0.189,66,0.4072,0.2976,0.7752,0.0719,1.0,0.6,52.808,45.648,86,121,35,ok,86.0,121.0,49.101796407185624,38.32335329341318,35.0
Yuk Ming Dennis Lo,0000-0001-8746-0293,Medicine,Elite (matched),102,41986,459,9.14,8.47,74,0.5863,0.7744,0.775,162,0.3772,0.2968,0.765,0.6467,1.0,1.0,52.698,46.718,87,71,-16,ok,87.0,71.0,48.50299401197605,47.90419161676647,-16.0
Žarko Alfirević,0000-0001-9276-518X,Medicine,Elite (matched),84,30201,571,8.74,5.12,48,0.734,0.6904,0.835,173,0.1437,0.3883,0.6926,0.2216,1.0,0.96,52.512,44.616,88,104,16,ok,88.0,104.0,47.90419161676647,32.33532934131736,16.0
Peter J. Ratcliffe,0000-0003-1292-8707,Medicine,Nobel,125,78245,629,12.2,9.98,106,0.4149,0.8154,0.45,151,0.6287,0.2366,0.7954,0.9551,1.0,1.0,52.316,48.128,89,51,-38,ok,89.0,51.0,47.30538922155689,53.293413173652695,-38.0
Erwin Frise,0000-0002-9281-4567,Medicine,Elite (matched),17,73901,36,23.25,8.5,17,0.6139,0.8368,0.429,22,0.6168,0.2237,0.8257,0.015,1.0,0.34,52.278,46.59,90,165,75,ok,90.0,165.0,46.706586826347305,47.30538922155689,75.0
Rahul Satija,0000-0002-1479-664X,Medicine,Elite (matched),45,69707,119,16.78,10.39,36,0.5161,0.8568,0.388,73,0.5928,0.2062,0.8398,0.1228,1.0,0.72,52.133,46.578,91,151,60,ok,91.0,151.0,46.10778443113773,46.706586826347305,60.0
William G. Kaelin Jr.,0000-0002-5473-2556,Medicine,Nobel,138,68547,497,11.95,10.12,69,0.3822,0.8255,0.31,121,0.5749,0.2347,0.8033,0.5958,1.0,1.0,52.121,47.076,92,46,-46,ok,92.0,46.0,45.50898203592814,48.50299401197605,-46.0
Kiyoshi Takeda,0000-0002-1778-6332,Medicine,Elite (matched),135,118992,666,12.45,10.69,105,0.4084,0.8188,0.455,144,0.7904,0.2185,0.7983,0.9461,1.0,1.0,52.08,49.114,93,47,-46,ok,93.0,47.0,44.91017964071856,61.67664670658682,-46.0
Ross S. Berkowitz,0000-0002-7569-898X,Medicine,Elite (matched),95,63211,704,9.32,7.57,67,0.6697,0.7225,0.79,93,0.5569,0.3181,0.7199,0.5689,1.0,1.0,52.046,47.543,94,77,-17,ok,94.0,77.0,44.31137724550898,51.49700598802395,-17.0
Sonja A. Rasmussen,0000-0002-0574-4928,Medicine,Elite (matched),92,33671,477,9.62,5.83,58,0.5182,0.7131,0.705,152,0.2216,0.3592,0.7034,0.3623,1.0,1.0,52.002,44.482,95,84,-11,ok,95.0,84.0,43.712574850299404,30.538922155688624,-11.0
Tobias Pietzsch,0000-0002-9477-3957,Medicine,Elite (matched),16,71593,70,12.37,6.81,22,0.2899,0.7568,0.118,59,0.6048,0.3101,0.7335,0.0359,1.0,0.44,51.987,46.227,96,166,70,ok,96.0,166.0,43.11377245508982,43.11377245508982,70.0
Trevor W. Robbins,0000-0003-0642-5977,Medicine,Elite (matched),242,195684,4124,9.84,7.3,63,0.5014,0.7005,0.72,125,0.9641,0.3198,0.6905,0.5,1.0,1.0,51.925,50.045,97,3,-94,ok,97.0,3.0,42.51497005988024,69.46107784431138,-94.0
Mark J. Smyth,0000-0001-7098-7240,Medicine,Elite (matched),172,119500,1385,13.32,11.02,57,0.5009,0.8333,0.75,121,0.7964,0.2065,0.8167,0.3323,1.0,1.0,51.86,48.292,98,25,-73,ok,98.0,25.0,41.91616766467065,55.688622754491014,-73.0
Françoise Barré-Sinoussi,0000-0003-2804-5957,Medicine,Nobel,74,25114,291,11.22,6.56,60,0.394,0.7633,0.407,96,0.0299,0.3254,0.7448,0.4222,1.0,1.0,51.822,42.604,99,124,25,ok,99.0,124.0,41.31736526946108,17.365269461077844,25.0
Eric J. Nestler,0000-0002-7905-2000,Medicine,Elite (matched),187,132381,1650,11.15,10.23,59,0.4669,0.7938,0.575,89,0.8623,0.237,0.7775,0.3832,1.0,1.0,51.693,48.784,100,14,-86,ok,100.0,14.0,40.7185628742515,58.68263473053892,-86.0
Irving L. Weissman,0000-0002-9077-7467,Medicine,Elite (matched),215,192603,1310,12.58,11.38,66,0.5084,0.8186,0.75,120,0.9581,0.2016,0.8031,0.5479,1.0,1.0,51.67,49.679,101,8,-93,ok,101.0,8.0,40.119760479041915,65.86826347305389,-93.0
Barry J. Marshall,0000-0001-9322-1323,Medicine,Nobel,59,20523,341,8.64,6.23,96,0.3893,0.7146,0.32,116,0.012,0.3605,0.6983,0.8892,1.0,1.0,51.641,43.268,102,142,40,ok,102.0,142.0,39.52095808383233,22.75449101796407,40.0
Ardem Patapoutian,0000-0002-2278-5397,Medicine,Nobel,90,45695,182,9.5,8.69,41,0.4254,0.774,0.301,82,0.4431,0.2878,0.7566,0.1527,1.0,0.82,51.626,45.412,103,86,-17,ok,103.0,86.0,38.92215568862276,36.52694610778443,-17.0
Tak W. Mak,0000-0001-6766-861X,Medicine,Elite (matched),181,129942,1559,13.5,11.43,72,0.4626,0.8308,0.565,141,0.8323,0.1963,0.8124,0.6228,1.0,1.0,51.534,48.615,104,19,-85,ok,104.0,19.0,38.32335329341318,58.08383233532935,-85.0
Alan W. Flake,0000-0003-4913-7588,Medicine,Elite (matched),87,28024,640,9.09,7.07,77,0.7478,0.7189,0.87,102,0.0599,0.3334,0.7203,0.6916,1.0,1.0,51.367,43.633,105,96,-9,ok,105.0,96.0,37.72455089820359,23.952095808383234,-9.0
David Hill,0000-0003-1970-1432,Medicine,Elite (matched),88,45689,851,10.36,5.71,91,0.6514,0.673,0.52,120,0.4371,0.3543,0.6719,0.8503,1.0,1.0,51.363,46.31,106,88,-18,ok,106.0,88.0,37.12574850299401,43.712574850299404,-18.0
Gerard J. Kleywegt,0000-0002-4670-0331,Medicine,Elite (matched),74,32940,243,13.32,9.32,50,0.5203,0.8215,0.504,105,0.1916,0.2456,0.8064,0.2305,1.0,1.0,51.276,43.196,107,124,17,ok,107.0,124.0,36.52694610778443,21.55688622754491,17.0
Yuan Wei,0000-0003-3387-7549,Medicine,Elite (matched),33,35951,257,11.03,7.01,121,0.6036,0.7225,0.64,162,0.2695,0.3161,0.7166,0.994,1.0,1.0,51.273,45.037,108,158,50,ok,108.0,158.0,35.92814371257485,34.73053892215569,50.0
Martin H. Steinberg,0000-0001-8800-8020,Medicine,Elite (matched),84,34110,621,9.62,7.36,71,0.568,0.7282,0.545,163,0.2335,0.3205,0.7202,0.6138,1.0,1.0,51.207,44.335,109,104,-5,ok,109.0,104.0,35.32934131736527,28.74251497005988,-5.0
Susan J. Fisher,0000-0001-7745-4850,Medicine,Elite (matched),95,46392,376,11.16,8.86,89,0.4658,0.7676,0.366,126,0.4491,0.2701,0.7525,0.8204,1.0,1.0,51.194,45.87,110,77,-33,ok,110.0,77.0,34.73053892215569,40.119760479041915,-33.0
Emma Lundberg,0000-0001-7034-0850,Medicine,Elite (matched),55,42084,272,14.83,10.62,66,0.5032,0.8335,0.44,155,0.3832,0.2088,0.817,0.5479,1.0,1.0,50.895,44.655,111,146,35,ok,111.0,146.0,34.13173652694611,32.93413173652694,35.0
Peter K. Sorger,0000-0002-3364-1838,Medicine,Elite (matched),120,55124,866,13.26,11.21,85,0.4906,0.8265,0.67,131,0.5269,0.2024,0.8097,0.7814,1.0,1.0,50.891,46.093,112,56,-56,ok,112.0,56.0,33.532934131736525,42.51497005988024,-56.0
Yvan Saeys,0000-0002-0415-1506,Medicine,Elite (matched),82,39016,481,13.59,10.31,85,0.5206,0.8142,0.445,146,0.3353,0.2215,0.7995,0.7814,1.0,1.0,50.723,44.545,113,111,-2,ok,113.0,111.0,32.93413173652694,31.137724550898206,-2.0
Martin J. Evans,0000-0002-6395-7641,Medicine,Nobel,145,103519,1595,19.82,10.16,17,0.3011,0.8348,0.0,31,0.7365,0.2008,0.8081,0.015,1.0,0.34,50.709,45.919,114,41,-73,ok,114.0,41.0,32.33532934131736,41.31736526946108,-73.0
Jan Deprest,0000-0002-4920-945X,Medicine,Elite (matched),96,40860,1791,10.07,7.26,68,0.7496,0.6995,0.92,129,0.3713,0.3186,0.702,0.5838,1.0,1.0,50.647,45.1,115,75,-40,ok,115.0,75.0,31.736526946107784,35.32934131736527,-40.0
John C. Marioni,0000-0001-9092-0852,Medicine,Elite (matched),103,56768,393,15.88,12.71,54,0.6581,0.8659,0.63,165,0.5389,0.159,0.8555,0.2784,1.0,1.0,50.593,45.499,116,68,-48,ok,116.0,68.0,31.137724550898206,37.12574850299401,-48.0
Bo Wang,0000-0002-9620-3413,Medicine,Elite (matched),72,28661,1074,11.39,7.34,135,0.5588,0.7324,0.465,141,0.0838,0.3051,0.7237,1.0,1.0,1.0,50.517,42.962,117,129,12,ok,117.0,129.0,30.538922155688624,18.562874251497004,12.0
Anne E. Carpenter,0000-0003-1555-8261,Medicine,Elite (matched),81,37761,374,13.3,11.14,77,0.5455,0.8275,0.565,141,0.3114,0.2038,0.8134,0.6916,1.0,1.0,50.386,44.059,118,113,-5,ok,118.0,113.0,29.94011976047904,28.143712574850298,-5.0
E. Gratacós,0000-0002-7405-7224,Medicine,Elite (matched),99,36639,1475,10.26,7.42,47,0.7884,0.7062,0.935,143,0.2934,0.3128,0.7103,0.2066,1.0,0.94,50.191,43.709,119,73,-46,ok,119.0,73.0,29.34131736526946,25.149700598802394,-46.0
Maryann E. Martone,0000-0002-8406-3871,Medicine,Elite (matched),72,36086,422,11.89,7.26,81,0.3386,0.7291,0.235,161,0.2754,0.3031,0.7096,0.7395,1.0,1.0,50.107,43.323,120,129,9,ok,120.0,129.0,28.74251497005988,23.353293413173652,9.0
Garry P. Nolan,0000-0002-8862-9043,Medicine,Elite (matched),120,69106,765,14.93,12.04,79,0.6094,0.8248,0.725,134,0.5868,0.1769,0.814,0.7126,1.0,1.0,49.997,45.872,121,56,-65,ok,121.0,56.0,28.143712574850298,40.7185628742515,-65.0
Asma Khalil,0000-0003-2802-7670,Medicine,Elite (matched),83,32995,1063,11.81,6.5,53,0.744,0.6995,0.89,159,0.2036,0.3218,0.7017,0.2605,1.0,1.0,49.981,42.702,122,108,-14,ok,122.0,108.0,27.54491017964072,17.964071856287426,-14.0
Eugene W. Myers,0000-0002-6580-7839,Medicine,Elite (matched),73,161735,252,15.67,11.92,54,0.4552,0.8155,0.354,131,0.9281,0.177,0.7975,0.2784,1.0,1.0,49.883,47.475,123,128,5,ok,123.0,128.0,26.94610778443114,50.898203592814376,5.0
Jie Qiao,0000-0003-2126-1376,Medicine,Elite (matched),94,40611,1049,11.89,9.8,106,0.6263,0.7608,0.695,132,0.3593,0.2427,0.7541,0.9551,1.0,1.0,49.791,44.465,124,79,-45,ok,124.0,79.0,26.34730538922156,29.94011976047904,-45.0
Peter Kaufmann,0000-0003-0459-2464,Medicine,Elite (matched),81,32654,687,8.19,3.88,95,0.3205,0.5939,0.165,124,0.1856,0.4289,0.5802,0.8772,1.0,1.0,49.79,43.08,125,113,-12,ok,125.0,113.0,25.748502994011975,20.35928143712575,-12.0
John O'Keefe,0000-0001-5829-2926,Medicine,Nobel,75,23305,554,10.28,7.54,86,0.5254,0.705,0.455,106,0.024,0.3097,0.696,0.7904,1.0,1.0,49.035,41.129,126,123,-3,ok,126.0,123.0,25.149700598802394,14.97005988023952,-3.0
Daniel R. Weinberger,0000-0003-2409-2969,Medicine,Elite (matched),173,130665,1185,15.2,12.1,59,0.6114,0.7881,0.845,95,0.8443,0.1746,0.7793,0.3832,1.0,1.0,48.728,46.337,127,24,-103,ok,127.0,24.0,24.550898203592812,44.91017964071856,-103.0
Michael Houghton,0000-0001-8002-0977,Medicine,Nobel,92,42374,324,11.12,9.2,74,0.4404,0.7293,0.456,85,0.3952,0.2622,0.7149,0.6467,1.0,1.0,48.683,43.209,128,84,-44,ok,128.0,84.0,23.952095808383234,22.15568862275449,-44.0
Katalin Karikó,0000-0002-2343-5899,Medicine,Nobel,55,25546,147,15.43,9.82,45,0.4554,0.7968,0.381,46,0.0359,0.224,0.7797,0.1766,1.0,0.9,48.425,39.497,129,146,17,ok,129.0,146.0,23.353293413173652,8.383233532934131,17.0
David Chitayat,0000-0003-1944-7294,Medicine,Elite (matched),87,29617,649,20.21,9.93,76,0.6063,0.7943,0.76,130,0.1138,0.2043,0.7849,0.6737,1.0,1.0,48.413,40.778,130,96,-34,ok,130.0,96.0,22.45508982035928,13.17365269461078,-34.0
Maria Loane,0000-0002-1206-3637,Medicine,Elite (matched),59,28231,257,15.38,6.42,74,0.5775,0.6997,0.54,155,0.0659,0.2991,0.6936,0.6467,1.0,1.0,48.413,40.389,130,142,12,ok,130.0,142.0,22.45508982035928,11.976047904191617,12.0
Fabian J. Theis,0000-0002-2419-1943,Medicine,Elite (matched),126,83594,1088,17.75,14.6,77,0.6242,0.8456,0.695,147,0.6647,0.1139,0.8345,0.6916,1.0,1.0,48.179,45.019,132,50,-82,ok,132.0,50.0,21.55688622754491,34.13173652694611,-82.0
Drew Weissman,0000-0002-4448-8933,Medicine,Nobel,88,40777,379,14.69,12.17,88,0.4333,0.8031,0.525,145,0.3653,0.1748,0.7846,0.8024,1.0,1.0,47.879,42.391,133,88,-45,ok,133.0,88.0,20.958083832335326,16.766467065868262,-45.0
Mary E. D’Alton,0000-0002-1457-6284,Medicine,Elite (matched),88,28569,791,11.09,8.35,51,0.6922,0.6951,0.865,136,0.0778,0.283,0.695,0.2395,1.0,1.0,47.382,39.68,134,88,-46,ok,134.0,88.0,20.35928143712575,9.580838323353294,-46.0
Ronald J. Wapner,0000-0003-0727-1244,Medicine,Elite (matched),113,54841,1086,19.11,9.01,64,0.7795,0.7129,0.91,131,0.521,0.2268,0.7162,0.524,1.0,1.0,47.331,42.999,135,63,-72,ok,135.0,63.0,19.760479041916167,19.16167664670659,-72.0
William C. Campbell,0000-0002-8547-5166,Medicine,Nobel,67,22553,314,10.25,5.38,52,0.4256,0.6247,0.318,80,0.018,0.3637,0.6147,0.2485,1.0,1.0,47.231,38.782,136,133,-3,ok,136.0,133.0,19.16167664670659,7.18562874251497,-3.0
Jeffrey C. Hall,0000-0002-2172-8968,Medicine,Nobel,111,68702,1208,28.0,13.79,13,0.3015,0.8595,0.0,25,0.5808,0.1143,0.8316,0.006,1.0,0.26,47.185,42.023,137,65,-72,ok,137.0,65.0,18.562874251497004,16.16766467065868,-72.0
Michael W. Young,0000-0002-6381-5668,Medicine,Nobel,146,112393,2358,15.78,11.11,89,0.3952,0.7387,0.107,107,0.7665,0.1943,0.7215,0.8204,1.0,1.0,47.052,44.589,138,40,-98,ok,138.0,40.0,17.964071856287426,31.736526946107784,-98.0
Josef Penninger,0000-0002-8194-3777,Medicine,Elite (matched),176,145001,1642,16.52,14.21,90,0.4846,0.795,0.6,109,0.8982,0.1248,0.7795,0.8383,1.0,1.0,46.919,45.724,139,20,-119,ok,139.0,20.0,17.365269461077844,38.92215568862276,-119.0
Helen Dolk,0000-0001-6639-5904,Medicine,Elite (matched),71,33274,336,12.62,8.64,77,0.5846,0.6889,0.505,145,0.2156,0.2655,0.6837,0.6916,1.0,1.0,46.829,40.554,140,131,-9,ok,140.0,131.0,16.766467065868262,12.574850299401197,-9.0
Laurence Zitvogel,0000-0003-1596-0998,Medicine,Elite (matched),166,153344,1168,17.32,15.45,60,0.4482,0.8312,0.57,121,0.9162,0.0967,0.8121,0.4222,1.0,1.0,46.816,45.216,141,32,-109,ok,141.0,32.0,16.16766467065868,35.92814371257485,-109.0
Charles M. Rice,0000-0001-5622-7397,Medicine,Nobel,168,101523,719,14.13,12.23,57,0.5115,0.7589,0.655,133,0.7186,0.1755,0.7465,0.3323,1.0,1.0,46.766,43.662,142,30,-112,ok,142.0,30.0,15.568862275449103,24.550898203592812,-112.0
Paul A. Clemons,0000-0002-1800-5112,Medicine,Elite (matched),58,33757,222,19.15,12.73,61,0.5087,0.8161,0.395,164,0.2275,0.1499,0.8007,0.4611,1.0,1.0,46.723,40.016,143,144,1,ok,143.0,144.0,14.97005988023952,10.179640718562874,1.0
Alessandro Sette,0000-0001-7013-2250,Medicine,Elite (matched),174,122653,1441,17.69,14.37,61,0.4975,0.7982,0.635,159,0.8144,0.1189,0.7832,0.4611,1.0,1.0,46.215,44.054,144,23,-121,ok,144.0,23.0,14.37125748502994,27.54491017964072,-121.0
Dana Pe’er,0000-0002-9259-8817,Medicine,Elite (matched),85,51834,351,17.93,15.11,64,0.5474,0.8337,0.43,141,0.485,0.1029,0.8194,0.524,1.0,1.0,46.213,41.8,145,102,-43,ok,145.0,102.0,13.77245508982036,15.568862275449103,-43.0
Christof Koch,0000-0001-6482-8067,Medicine,Elite (matched),159,134401,1041,15.83,13.56,60,0.4922,0.7703,0.615,126,0.8743,0.1406,0.7564,0.4222,1.0,1.0,46.126,44.378,146,37,-109,ok,146.0,37.0,13.17365269461078,29.34131736526946,-109.0
James P. Allison,0000-0003-0546-0370,Medicine,Nobel,158,120376,1201,17.62,14.24,60,0.5889,0.7882,0.775,152,0.8084,0.1218,0.7782,0.4222,1.0,1.0,46.064,43.978,147,38,-109,ok,147.0,38.0,12.574850299401197,26.94610778443114,-109.0
Laurent Salomon,0000-0003-0627-4347,Medicine,Elite (matched),87,29821,1206,15.98,9.44,61,0.8568,0.7042,0.94,116,0.1317,0.2299,0.7118,0.4611,1.0,1.0,46.004,39.235,148,96,-52,ok,148.0,96.0,11.976047904191617,7.784431137724551,-52.0
Drew M. Pardoll,0000-0001-6215-1013,Medicine,Elite (matched),165,167031,889,16.98,14.62,70,0.5265,0.783,0.685,148,0.9341,0.115,0.7702,0.6048,1.0,1.0,45.907,44.953,149,33,-116,ok,149.0,33.0,11.377245508982035,33.532934131736525,-116.0
Aris T. Papageorghiou,0000-0001-8143-2232,Medicine,Elite (matched),88,34401,1022,15.6,9.23,58,0.7654,0.6901,0.865,162,0.2395,0.2362,0.6939,0.3623,1.0,1.0,45.691,39.523,150,88,-62,ok,150.0,88.0,10.778443113772456,8.982035928143713,-62.0
Sarah A. Teichmann,0000-0002-6294-6366,Medicine,Elite (matched),140,94932,669,19.79,17.3,63,0.5982,0.8564,0.755,145,0.6886,0.0551,0.8435,0.5,1.0,1.0,45.689,43.026,151,45,-106,ok,151.0,45.0,10.179640718562874,19.760479041916167,-106.0
Rex L. Chisholm,0000-0002-5638-3990,Medicine,Elite (matched),63,29593,211,27.07,13.42,61,0.469,0.8209,0.448,97,0.1078,0.1223,0.8033,0.4611,1.0,1.0,45.148,37.726,152,139,-13,ok,152.0,139.0,9.580838323353294,4.790419161676647,-13.0
Evan Z. Macosko,0000-0002-2794-5165,Medicine,Elite (matched),55,36092,156,19.74,15.37,32,0.5248,0.8358,0.309,110,0.2814,0.0946,0.8202,0.0898,1.0,0.64,44.84,38.582,153,146,-7,ok,153.0,146.0,8.982035928143713,6.58682634730539,-7.0
Richard H. Scheuermann,0000-0003-1355-892X,Medicine,Elite (matched),66,26207,332,19.0,14.66,83,0.5412,0.8141,0.45,163,0.0419,0.1104,0.8005,0.7635,1.0,1.0,44.502,37.41,154,135,-19,ok,154.0,135.0,8.383233532934131,4.191616766467066,-19.0
Stephan Saalfeld,0000-0002-4106-1761,Medicine,Elite (matched),42,82872,104,19.79,16.52,29,0.4579,0.8124,0.307,74,0.6527,0.0711,0.7947,0.0659,1.0,0.58,43.615,40.28,155,153,-2,ok,155.0,153.0,7.784431137724551,11.377245508982035,-2.0
Aviv Regev,0000-0003-3293-3158,Medicine,Elite (matched),209,227675,965,22.18,19.8,33,0.6009,0.8482,0.755,68,0.988,0.0039,0.8358,0.1108,1.0,0.66,43.448,43.086,156,9,-147,ok,156.0,9.0,7.18562874251497,20.958083832335326,-147.0
Svante Pääbo,0000-0002-5613-2926,Medicine,Nobel,160,102514,470,14.19,12.87,56,0.4799,0.6991,0.61,145,0.7246,0.1609,0.6881,0.2994,1.0,1.0,43.251,40.824,157,36,-121,ok,157.0,36.0,6.58682634730539,13.77245508982036,-121.0
Roland Eils,0000-0002-0034-4036,Medicine,Elite (matched),125,95552,988,26.69,19.33,93,0.6334,0.8169,0.795,147,0.6946,0.0125,0.8077,0.8623,1.0,1.0,42.267,40.959,158,51,-107,ok,158.0,51.0,5.9880239520958085,14.37125748502994,-107.0
Michael Hawrylycz,0000-0002-5741-8024,Medicine,Elite (matched),66,52228,215,30.01,19.4,60,0.4736,0.8465,0.383,119,0.497,0.0108,0.8279,0.4222,1.0,1.0,42.145,38.577,159,135,-24,ok,159.0,135.0,5.389221556886228,5.9880239520958085,-24.0
Ed S. Lein,0000-0001-9012-6552,Medicine,Elite (matched),79,51356,285,35.56,28.34,57,0.5196,0.8474,0.47,157,0.4731,0.0,0.831,0.3323,1.0,1.0,41.622,37.982,160,119,-41,ok,160.0,119.0,4.790419161676647,5.389221556886228,-41.0
Jean‐Laurent Casanova,0000-0002-7782-4169,Medicine,Elite (matched),172,119662,1387,24.75,20.75,56,0.4442,0.8242,0.6,135,0.8024,0.0,0.8052,0.2994,1.0,1.0,41.379,40.068,161,25,-136,ok,161.0,25.0,4.191616766467066,10.778443113772456,-136.0
Susan M. Sunkin,0000-0001-9893-3834,Medicine,Elite (matched),57,45354,129,40.17,23.73,33,0.5134,0.8491,0.476,56,0.4251,0.0,0.8323,0.1108,1.0,0.66,41.339,37.103,162,145,-17,ok,162.0,145.0,3.592814371257485,3.592814371257485,-17.0
Allan Hackshaw,0000-0002-5570-5070,Medicine,Elite (matched),85,32636,514,22.18,13.47,80,0.638,0.7073,0.655,149,0.1796,0.1289,0.7038,0.7246,1.0,1.0,41.15,35.74,163,102,-61,ok,163.0,102.0,2.9940119760479043,1.7964071856287425,-61.0
Lydia Ng,0000-0002-7499-3514,Medicine,Elite (matched),52,40184,170,31.03,19.38,41,0.4943,0.8241,0.325,106,0.3533,0.0111,0.8076,0.1527,1.0,0.82,40.499,35.879,164,150,-14,ok,164.0,150.0,2.3952095808383236,2.3952095808383236,-14.0
Bosiljka Tasic,0000-0002-6861-4506,Medicine,Elite (matched),60,29815,213,29.5,24.56,32,0.4863,0.8473,0.316,138,0.1257,0.0,0.8292,0.0898,1.0,0.64,40.242,33.938,165,141,-24,ok,165.0,141.0,1.7964071856287425,1.1976047904191618,-24.0
Allan R. Jones,0000-0001-6169-9749,Medicine,Elite (matched),37,31171,74,21.83,19.04,27,0.5047,0.8125,0.426,22,0.1617,0.019,0.7971,0.0599,1.0,0.54,39.7,33.707,166,154,-12,ok,166.0,154.0,1.1976047904191618,0.5988023952095809,-12.0
Nils Gehlenborg,0000-0003-0327-8297,Medicine,Elite (matched),97,109088,398,39.58,21.48,46,0.362,0.7491,0.31,143,0.7545,0.0,0.7297,0.1916,1.0,0.92,37.516,36.36,167,74,-93,ok,167.0,74.0,0.5988023952095809,2.9940119760479043,-93.0
James Peebles,0000-0002-0949-7549,Physics,Nobel,69,34945,392,1.93,1.58,28,0.191,0.851,0.0,72,0.7844,0.5813,0.818,0.3204,1.0,0.56,68.082,74.178,1,71,70,ok,1.0,71.0,100.0,100.0,70.0
